1771296383.000,"8832d0","TLM394  ",24.981886,121.130953,2100,138.4,168,,-35.2
1771296383.000,"a0687e","N125YU  ",24.906937,121.146758,6625,287.4,280,0.428,-33.2
1771296388.000,"a0687e","N125YU  ",24.910847,121.151526,6525,287.4,284,0.432,-31.9
1771296393.000,"71c335","JJA6151 ",25.150452,121.144663,6300,257.2,264,,-36.6
1771296393.000,"a0687e","N125YU  ",24.915298,121.156972,6400,286.0,282,0.432,-34.0
1771296398.000,"71c335","JJA6151 ",25.150452,121.144663,6300,257.2,264,,-36.7
1771296398.000,"a0687e","N125YU  ",24.919556,121.162109,6300,283.9,282,0.432,-33.0
1771296403.000,"71c335","JJA6151 ",25.150452,121.144663,6300,257.2,264,,-36.6
1771296403.000,"a0687e","N125YU  ",24.923172,121.166534,6225,281.8,280,0.428,-34.1
1771296403.000,"8990f7","MDA1265 ",24.882431,121.377767,10400,183.5,,0.320,-32.3
1771296403.000,"899127","N/A",24.765106,121.508636,37000,543.3,,0.788,-35.4
1771296408.000,"71c335","JJA6151 ",25.150452,121.144663,6300,257.2,264,,-36.6
1771296408.000,"a0687e","N125YU  ",24.928070,121.172434,6100,280.4,278,0.424,-34.5
1771296408.000,"8990f7","MDA1265 ",24.880829,121.374613,10475,180.3,,0.324,-31.8
1771296408.000,"899127","N/A",24.768072,121.512779,37000,543.3,,0.788,-35.6
1771296413.000,"71c335","JJA6151 ",25.150452,121.144663,6300,257.2,264,,-36.6
1771296413.000,"a0687e","N125YU  ",24.932680,121.178059,6000,279.0,276,0.424,-34.6
1771296413.000,"8990f7","MDA1265 ",24.878632,121.370036,10625,175.8,,0.328,-32.9
1771296413.000,"899127","N/A",24.768072,121.512779,37000,543.3,,0.788,-35.6
1771296418.000,"71c335","JJA6151 ",25.150452,121.144663,6300,257.2,264,,-36.7
1771296418.000,"a0687e","N125YU  ",24.937196,121.183500,5900,277.5,276,0.420,-33.2
1771296418.000,"8990f7","MDA1265 ",24.876663,121.366018,10775,171.0,,0.316,-33.1
1771296418.000,"899127","N/A",24.768072,121.512779,37000,543.3,,0.788,-36.0
1771296423.000,"71c335","JJA6151 ",25.123684,121.111053,5650,245.9,264,,-35.4
1771296423.000,"a0687e","N125YU  ",24.941483,121.188761,5800,276.1,276,0.420,-34.8
1771296423.000,"8990f7","MDA1265 ",24.874769,121.362236,10875,170.1,,0.312,-32.3
1771296423.000,"899127","N/A",24.796422,121.552268,37000,543.3,,0.788,-36.4
1771296428.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,264,,-36.0
1771296428.000,"a0687e","N125YU  ",24.944962,121.192932,5725,276.1,276,0.416,-33.9
1771296428.000,"8990f7","MDA1265 ",24.872954,121.358608,10950,169.6,,0.308,-33.3
1771296428.000,"899127","N/A",24.800812,121.558329,37000,544.1,462,0.788,-35.5
1771296433.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,264,,-36.6
1771296433.000,"a0687e","N125YU  ",24.949036,121.197917,5625,276.1,276,0.416,-34.6
1771296433.000,"8990f7","MDA1265 ",24.871045,121.354721,11025,171.0,,0.312,-33.6
1771296433.000,"899127","N/A",24.800812,121.558329,37000,544.1,462,0.788,-36.2
1771296438.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,264,,-37.0
1771296438.000,"a0687e","N125YU  ",24.954529,121.204580,5500,276.1,276,0.416,-35.2
1771296438.000,"8990f7","MDA1265 ",24.869136,121.350887,11075,171.8,,0.308,-32.6
1771296438.000,"899127","N/A",24.800812,121.558329,37000,544.1,462,0.788,-36.4
1771296443.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296443.000,"a0687e","N125YU  ",24.958649,121.209564,5400,275.4,272,0.416,-33.7
1771296443.000,"8990f7","MDA1265 ",24.867181,121.346948,11125,172.7,,0.312,-33.1
1771296443.000,"899127","N/A",24.800812,121.558329,37000,544.1,462,0.788,-37.1
1771296448.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296448.000,"a0687e","N125YU  ",24.962986,121.214749,5325,273.8,272,0.416,-33.8
1771296448.000,"8990f7","MDA1265 ",24.865356,121.343231,11175,173.6,,0.312,-32.5
1771296448.000,"899127","N/A",24.831985,121.601817,37000,544.1,462,0.788,-37.1
1771296453.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296453.000,"a0687e","N125YU  ",24.964600,121.216634,5275,273.0,272,0.412,-35.3
1771296453.000,"8990f7","MDA1265 ",24.863388,121.339162,11250,174.5,,0.312,-32.4
1771296453.000,"899127","N/A",24.831985,121.601817,37000,544.1,462,0.788,-37.1
1771296458.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296458.000,"a0687e","N125YU  ",24.969086,121.221771,5175,272.3,272,0.412,-34.8
1771296458.000,"8990f7","MDA1265 ",24.861269,121.335184,11300,176.1,,0.316,-31.9
1771296458.000,"899127","N/A",24.831985,121.601817,37000,544.1,462,0.788,-37.1
1771296463.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296463.000,"a0687e","N125YU  ",24.976089,121.229757,5025,271.6,270,0.408,-34.3
1771296463.000,"8990f7","MDA1265 ",24.858673,121.331329,11375,178.0,,0.316,-32.7
1771296463.000,"899127","N/A",24.831985,121.601817,37000,544.1,462,0.788,-37.1
1771296468.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296468.000,"a0687e","N125YU  ",24.979614,121.233775,4950,272.3,268,0.408,-35.2
1771296468.000,"8990f7","MDA1265 ",24.855972,121.327616,11425,179.3,,0.316,-31.8
1771296468.000,"899127","N/A",24.831985,121.601817,37000,544.1,462,0.788,-37.1
1771296473.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
