1771430403.000,"89916b","CAL063  ",25.247131,121.073201,8800,274.1,286,0.440,-36.3,228.40,1344,1312,"6267","A5",2,1024.0,,,9300,1,10,3
1771430403.000,"86d31d","APJ29   ",24.980392,121.098633,2575,147.5,170,0.260,-30.0,49.40,-896,-640,"6025","A0",0,1024.0,86,23,2925,,8,2
1771430403.000,"899104","CAL5239 ",25.128845,121.118520,5725,259.5,262,0.400,-33.9,229.06,-1024,-992,"6035","A5",2,1024.0,166,7,6100,1,8,3
1771430408.000,"89916b","CAL063  ",25.247131,121.073201,8800,274.1,286,0.440,-36.3,228.40,1344,1312,"6267","A5",2,1024.0,,,9300,1,10,3
1771430408.000,"86d31d","APJ29   ",24.983093,121.101990,2500,145.2,172,0.260,-29.1,48.63,-640,-768,"6025","A0",0,1024.0,79,28,2850,,8,2
1771430408.000,"899104","CAL5239 ",25.125407,121.114214,5650,259.5,262,0.400,-32.1,229.06,-1024,-1024,"6035","A5",2,1024.0,168,5,6025,1,8,3
1771430413.000,"89916b","CAL063  ",25.247131,121.073201,8800,274.1,286,0.440,-36.3,228.40,1344,1312,"6267","A5",2,1024.0,,,9300,1,10,3
1771430413.000,"86d31d","APJ29   ",24.985331,121.104782,2425,142.4,170,0.256,-28.6,48.70,-480,-832,"6025","A0",0,1024.0,84,29,2775,,8,2
1771430413.000,"899104","CAL5239 ",25.121292,121.108958,5575,259.5,260,0.396,-33.5,229.06,-960,-992,"6035","A5",2,1024.0,146,4,5950,1,8,3
1771430418.000,"89916b","CAL063  ",25.247131,121.073201,8800,274.1,286,,-36.3,228.40,1344,,,"A5",2,,,,9300,,,
1771430418.000,"899104","CAL5239 ",25.117306,121.103901,5475,260.2,260,0.396,-33.3,229.21,-960,-1024,"6035","A5",2,1024.0,146,4,5850,1,8,3
1771430418.000,"86d31d","APJ29   ",24.987122,121.107025,2375,141.0,168,0.256,-30.4,48.74,-1056,-832,"6025","A0",0,1024.0,84,30,2725,,8,2
1771430423.000,"899104","CAL5239 ",25.113556,121.099091,5400,261.0,262,0.400,-32.8,229.35,-960,-992,"6035","A5",2,1024.0,155,6,5775,1,8,3
1771430423.000,"86d31d","APJ29   ",24.989410,121.109873,2300,138.2,168,0.252,-30.6,48.81,-1024,-832,"6025","A0",0,1024.0,85,32,2650,,8,2
1771430428.000,"899104","CAL5239 ",25.109665,121.094157,5325,261.0,260,0.396,-34.6,229.35,-960,-992,"6035","A5",2,1024.0,131,7,5700,1,8,3
1771430428.000,"86d31d","APJ29   ",24.991425,121.112467,2225,135.5,168,0.252,-29.7,49.49,-1024,-896,"6025","A0",0,1024.0,85,32,2575,,8,2
1771430433.000,"899104","CAL5239 ",25.105622,121.088977,5225,261.0,256,0.392,-34.0,229.35,-1024,-1024,"6035","A5",2,1024.0,104,9,5600,1,8,3
1771430433.000,"86d31d","APJ29   ",24.993431,121.115043,2175,134.7,168,0.252,-28.7,49.21,-1024,-768,"6025","A0",0,1024.0,85,32,2525,,8,2
1771430438.000,"899104","CAL5239 ",25.101883,121.084188,5150,259.6,258,0.392,-33.0,229.37,-960,-928,"6035","A5",2,1024.0,128,8,5525,1,8,3
1771430438.000,"86d31d","APJ29   ",24.995499,121.117655,2100,133.3,168,0.252,-28.7,49.26,-1024,-896,"6025","A0",0,1024.0,85,32,2450,,8,2
1771430443.000,"899104","CAL5239 ",25.097755,121.078923,5075,258.8,254,0.388,-33.7,229.23,-1024,-960,"6035","A5",2,1024.0,117,10,5450,1,8,3
1771430443.000,"86d31d","APJ29   ",24.997192,121.119944,2025,131.9,168,0.252,-29.0,49.30,-1024,-896,"6025","A0",0,1024.0,85,32,2375,,8,2
1771430448.000,"899104","CAL5239 ",25.094077,121.074259,5000,257.4,254,0.388,-33.8,229.25,-960,-1024,"6035","A5",2,1024.0,108,10,5375,1,8,3
1771430448.000,"86d31d","APJ29   ",24.999252,121.122487,1950,130.5,168,0.252,-31.6,49.35,-1024,-832,"6025","A0",0,1024.0,85,32,2300,,8,2
1771430453.000,"899104","CAL5239 ",25.090027,121.069082,4900,256.0,254,0.388,-34.6,229.28,-1024,-1024,"6035","A5",2,1024.0,108,10,5275,1,8,3
1771430453.000,"86d31d","APJ29   ",25.001252,121.125045,1900,129.7,168,0.252,-31.0,49.06,-1024,-832,"6025","A0",0,1024.0,85,32,2250,,8,2
1771430458.000,"899104","CAL5239 ",25.087692,121.066132,4850,256.0,254,0.388,-35.4,229.28,-1024,-1024,"6035","A5",2,1024.0,108,10,5225,1,8,3
1771430458.000,"86d31d","APJ29   ",25.003235,121.127574,1850,128.3,168,0.252,-33.1,49.11,-1024,-576,"6025","A0",0,1024.0,,,2175,,8,2
1771430463.000,"899104","CAL5239 ",25.087692,121.066132,4850,256.0,254,0.388,-36.1,229.28,-1024,-1024,"6035","A5",2,1024.0,108,10,5225,1,8,3
1771430463.000,"86d31d","APJ29   ",25.005302,121.130227,1800,128.3,168,0.252,-34.3,49.11,-1024,-576,"6025","A0",0,1024.0,,,2125,,8,2
1771430468.000,"899104","CAL5239 ",25.078622,121.054618,4675,256.0,254,0.388,-36.4,229.28,-1024,-1024,"6035","A5",2,1024.0,108,10,5050,1,8,3
1771430468.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,168,0.252,-36.0,49.11,-1024,-576,"6025","A0",0,1024.0,,,2075,,8,2
1771430473.000,"899104","CAL5239 ",25.078622,121.054618,4675,246.0,254,0.388,-36.2,229.12,-896,-1024,"6035","A5",2,1024.0,108,10,5050,1,8,3
1771430473.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,168,0.252,-36.0,49.11,-1024,-576,"6025","A0",0,,,,2075,,8,2
1771430478.000,"899104","CAL5239 ",25.071808,121.045939,4525,243.2,254,0.388,-35.3,229.17,-896,-1024,"6035","A5",2,1024.0,,,4875,1,8,3
1771430478.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,168,0.252,-36.0,49.11,-1024,-576,"6025","A0",0,,,,2075,,8,2
1771430483.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,254,0.388,-35.6,229.17,-960,-1024,"6035","A5",2,1024.3,,,4850,1,8,3
1771430483.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,"6025","A0",0,,,,2075,,8,2
1771430488.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,254,0.388,-35.9,229.17,-960,-1024,"6035","A5",2,1024.3,,,4850,1,8,3
1771430488.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,,"A0",0,,,,2075,,8,2
1771430493.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,254,0.388,-35.9,229.17,-960,-1024,"6035","A5",2,1024.3,,,4850,1,8,3
1771430493.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,,"A0",0,,,,2075,,8,2
1771430493.000,"71c737","TWB663  ",25.202179,121.211700,7300,267.3,,,-36.2,229.10,-768,,"7112",,2,1023.2,,,7800,1,8,3
1771430498.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,254,0.388,-35.9,229.17,-960,-1024,"6035","A5",2,1024.3,,,4850,1,8,3
1771430498.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,,"A0",0,,,,2075,,8,2
1771430498.000,"71c737","TWB663  ",25.198975,121.207631,7250,270.8,,,-36.1,229.19,-768,,"7112",,2,1023.2,,,7725,1,8,3
1771430503.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,254,0.388,-35.9,229.17,-960,-1024,,"A5",2,1024.3,,,4850,1,8,3
1771430503.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,,"A0",0,,,,2075,,8,2
1771430503.000,"71c737","TWB663  ",25.193978,121.201276,7150,270.8,,,-36.1,229.19,-832,,"7112",,2,1023.2,,,7625,1,8,3
1771430508.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,,,-35.9,229.17,-960,,,"A5",2,1024.3,,,4850,1,8,3
1771430508.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,,"A0",0,,,,2075,,8,2
1771430508.000,"71c737","TWB663  ",25.193978,121.201276,7150,269.5,,,-36.3,229.51,-2112,,"7112",,2,1023.2,,,7625,1,8,3
1771430513.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,,,-35.9,229.17,-960,,,"A5",2,1024.3,,,4850,1,8,3
1771430513.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,,"A0",0,,,,2075,,8,2
1771430513.000,"71c737","TWB663  ",25.184967,121.189575,6800,271.1,,0.424,-35.7,229.79,-2176,-2240,"7112","A3",2,1023.2,,,7300,1,8,3
1771430518.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,,,-35.9,229.17,-960,,,"A5",2,1024.3,,,4850,1,8,3
1771430518.000,"86d31d","APJ29   ",25.006559,121.131834,1750,128.3,,,-36.0,49.11,,-576,,"A0",0,,,,2075,,8,2
1771430518.000,"71c737","TWB663  ",25.181036,121.184485,6650,272.5,,0.424,-35.6,229.76,-2112,-2240,"7112","A3",2,1023.2,,,7125,1,8,3
1771430523.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,,,-35.9,229.17,-960,,,"A5",2,1024.3,,,4850,1,8,3
1771430523.000,"86d31d","APJ29   ",25.006559,121.131834,1750,,,,-36.0,,,,,"A0",0,,,,2075,,8,2
1771430523.000,"71c737","TWB663  ",25.180105,121.183293,6600,273.9,278,0.424,-35.9,229.74,-1984,-1952,"7112","A3",2,1023.2,181,6,7100,1,8,3
1771430528.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,,,-35.9,229.17,-960,,,"A5",2,1024.3,,,4850,1,8,3
1771430528.000,"71c737","TWB663  ",25.176132,121.178182,6450,273.9,278,0.424,-36.6,229.74,-1984,-1952,"7112","A3",2,1023.2,181,6,6950,1,8,3
1771430533.000,"899104","CAL5239 ",25.069061,121.042480,4475,243.2,,,-35.9,229.17,-960,,,"A5",2,1024.3,,,4850,1,8,3
