1771430533.000,71c737,TWB663  ,25.170748,121.171219,6225,6700,276.6,,278,0.424,229.40,,,,,-1920,-1952,,181,6,1023.2,,,7112,-36.4,,,1,8,,3,,,A3,,2
1771430538.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,,,229.17,,,,,-960,,,,,1024.3,,,,-35.9,,,,,,,,,A5,,2
1771430538.000,71c737,TWB663  ,25.164139,121.162872,6000,6450,278.5,,278,0.424,228.93,,,,,-1664,-1952,,,,1023.2,,,7112,-35.4,,,1,8,,3,,,A3,,2
1771430543.000,71c737,TWB663  ,25.160740,121.158574,5900,6350,277.8,,278,0.424,228.79,,,,,-1408,-1568,,,,1023.2,,,7112,-35.9,,,1,8,,3,,,A3,,2
1771430548.000,71c737,TWB663  ,25.156403,121.153158,5775,6225,277.8,,276,0.424,228.79,,,,,-1344,-1568,,,,1023.2,,,7112,-34.8,,,1,8,,3,,,A3,,2
1771430553.000,71c737,TWB663  ,25.152407,121.148158,5700,6150,277.0,,276,0.416,228.66,,,,,-1024,-1088,,,,1023.2,,,7112,-34.5,,,1,8,,3,,,A3,,2
1771430558.000,71c737,TWB663  ,25.147565,121.142146,5600,6050,274.9,,272,0.412,228.54,,,,,-896,-992,,104,8,1023.2,,,7112,-34.3,,,1,8,,3,,,A3,,2
1771430563.000,71c737,TWB663  ,25.144260,121.137949,5525,5975,272.8,,272,0.412,228.72,,,,,-640,-992,,104,8,1023.2,,,7112,-35.1,,,1,8,,3,,,A3,,2
1771430568.000,71c737,TWB663  ,25.139279,121.131678,5475,5925,270.7,,272,0.408,228.89,,,,,-576,-640,,104,8,1023.2,,,7112,-35.4,,,1,8,,3,,,A3,,2
1771430573.000,899104,CAL5239 ,24.997375,121.022898,3500,,,,,,,,,,,,,,,,,,,,-36.3,,,,8,,2,,,A5,,0
1771430573.000,71c737,TWB663  ,25.135208,121.126556,5425,5875,267.9,,272,0.404,228.93,,,,,-448,-544,,104,8,1023.2,,,7112,-35.4,,,1,8,,3,,,A3,,2
1771430578.000,899104,CAL5239 ,24.997375,121.022898,3500,,,,,,,,,,,,,,,,,,,,-36.3,,,,8,,2,,,A5,,0
1771430578.000,71c737,TWB663  ,25.135208,121.126556,5425,5875,263.7,,272,0.404,229.00,,,,,-512,-544,,104,8,1023.2,,,7112,-35.2,,,1,8,,3,,,A3,,2
1771430583.000,899104,CAL5239 ,24.997375,121.022898,3500,,,,,,,,,,,,,,,,,,,,-36.3,,,,8,,2,,,A5,,0
1771430583.000,71c737,TWB663  ,25.128067,121.117554,5350,5800,261.6,,256,0.404,229.18,,,,,-448,-544,,104,8,1023.2,,,7112,-35.2,,,1,8,,3,,,A3,,2
1771430588.000,899104,CAL5239 ,24.997375,121.022898,3500,,,,,,,,,,,,,,,,,,,,-36.3,,,,8,,2,,,A5,,0
1771430588.000,71c737,TWB663  ,25.128067,121.117554,5350,5800,260.2,,256,0.404,229.21,,,,,-384,-544,,104,8,1023.2,,,7112,-36.3,,,1,8,,3,,,A3,,2
1771430593.000,899104,CAL5239 ,24.997375,121.022898,3500,,,,,,,,,,,,,,,,,,,,-36.4,,,,8,,2,,,A5,,0
1771430593.000,71c737,TWB663  ,25.128067,121.117554,5350,5800,260.2,,256,0.404,229.21,,,,,-384,-544,,104,8,1023.2,,,7112,-36.4,,,1,8,,3,,,A3,,2
1771430598.000,899104,CAL5239 ,24.997375,121.022898,3500,,,,,,,,,,,,,,,,,,,,-36.4,,,,8,,2,,,A5,,0
1771430598.000,71c737,TWB663  ,25.116469,121.102761,5250,5700,253.2,,250,0.404,229.33,,,,,-448,-544,,104,8,1023.2,,,7112,-35.8,,,1,8,,3,,,A3,,2
1771430603.000,899104,CAL5239 ,24.979279,121.042233,3350,,,,,,,,,,,,,,,,,,,6035,-36.0,,,,8,,2,,,A5,,0
1771430603.000,71c737,TWB663  ,25.116469,121.102761,5250,5700,253.2,,250,0.404,229.33,,,,,-448,-544,,104,8,1023.0,,,7112,-35.6,,,1,8,,3,,,A3,,2
1771430608.000,899104,CAL5239 ,24.974950,121.046793,3300,3625,186.7,,,,136.30,,,,,-256,,,,,1024.0,,,6035,-34.9,,,1,8,,2,,,A5,,0
1771430608.000,71c737,TWB663  ,25.108415,121.092449,5175,5625,246.8,,250,0.404,229.27,,,,,-448,-544,,104,8,1023.2,,,7112,-36.2,,,1,8,,3,,,A3,,2
1771430613.000,899104,CAL5239 ,24.971970,121.049954,3275,3600,186.0,,,,136.09,,,,,-256,,,,,1024.0,,,6035,-34.6,,,1,8,,2,,,A5,,0
1771430613.000,71c737,TWB663  ,25.106369,121.089834,5150,5575,243.2,,250,0.404,229.17,,,,,-512,-544,,,,1023.2,,,7112,-35.8,,,1,8,,3,,,A3,,2
1771430618.000,899104,CAL5239 ,24.968851,121.053375,3250,3575,185.3,,192,0.292,134.13,,,,,-320,-320,,75,12,1024.0,,,6035,-33.2,,,1,8,,3,,,A5,,2
1771430618.000,71c737,TWB663  ,25.102020,121.084290,5100,5550,242.4,,236,0.360,229.01,,,,,-576,-576,,102,11,1023.2,,,7112,-35.0,,,1,8,,3,,,A3,,2
1771430623.000,899104,CAL5239 ,24.966156,121.056976,3225,3575,184.6,,192,0.292,126.19,,,,,-320,-320,,75,12,1024.0,,,6035,-32.1,,,1,8,,3,,,A5,,2
1771430623.000,71c737,TWB663  ,25.100361,121.082240,5075,5525,242.4,,236,0.360,229.01,,,,,-576,-576,,102,11,1023.2,,,7112,-35.3,,,1,8,,3,,,A3,,2
1771430628.000,899104,CAL5239 ,24.964150,121.061044,3200,3525,184.1,,192,0.292,119.63,,,,,-256,-320,,75,12,1024.0,,,6035,-33.1,,,1,8,,3,,,A5,,2
1771430628.000,71c737,TWB663  ,25.095154,121.075694,5000,5450,242.4,,236,0.360,229.01,,,,,-576,-576,,102,11,1023.2,,,7112,-36.3,,,1,8,,3,,,A3,,2
1771430633.000,899104,CAL5239 ,24.963043,121.065470,3175,3500,178.9,,192,0.292,101.94,,,,,-448,-320,,75,12,1024.0,,,6035,-33.3,,,1,8,,3,,,A5,,2
1771430633.000,71c737,TWB663  ,25.092087,121.071828,4975,5400,239.5,,236,0.356,228.72,,,,,-576,-576,,102,11,1023.2,,,7112,-36.5,,,1,8,,3,,,A3,,2
1771430638.000,899104,CAL5239 ,24.962846,121.070061,3125,3450,176.2,,194,0.292,87.07,,,,,-896,-320,,75,12,1024.0,,,6035,-33.9,,,1,8,,3,,,A5,,2
1771430638.000,71c737,TWB663  ,25.092087,121.071828,4975,5400,239.5,,234,0.356,228.72,,,,,-576,-576,,102,11,1023.2,,,7112,-36.5,,,1,8,,3,,,A3,,2
1771430643.000,71c737,TWB663  ,25.084068,121.061822,4850,5275,239.5,,234,0.356,228.72,,,,,-576,-576,,102,11,1023.2,,,7112,-36.6,,,1,8,,3,,,A3,,2
1771430643.000,899104,CAL5239 ,24.963867,121.074473,3075,3400,174.0,,194,0.296,69.48,,,,,-128,-896,,75,12,1024.0,,,6035,-31.7,,,1,8,,3,,,A5,,2
1771430648.000,71c737,TWB663  ,25.084068,121.061822,4850,5275,239.5,,234,0.356,228.72,,,,,-576,-576,,102,11,1023.2,,,7112,-36.6,,,1,8,,3,,,A3,,2
1771430648.000,899104,CAL5239 ,24.965965,121.078819,3075,3400,174.9,,194,0.292,61.68,,,,,-320,-288,,69,19,1024.0,,,6035,-32.3,,,1,8,,3,,,A5,,2
1771430653.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,239.5,,234,0.356,228.72,,,,,-576,-576,,102,11,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430653.000,899104,CAL5239 ,24.968170,121.082713,3025,3350,175.0,,190,0.288,57.13,,,,,-640,-416,,69,19,1024.0,,,6035,-30.8,,,1,8,,3,,,A5,,2
1771430658.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,239.5,,234,0.356,228.72,,,,,-576,-576,,102,11,1023.2,,,7112,-36.9,,,1,8,,3,,,A3,,2
1771430658.000,899104,CAL5239 ,24.970276,121.086070,2975,3300,173.8,,194,0.296,53.66,,,,,-1024,-896,,69,19,1024.0,,,6035,-33.0,,,1,8,,3,,,A5,,2
1771430663.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,234,0.356,229.70,,,,,-1088,-576,,102,11,1023.2,,,7112,-35.9,,,1,8,,3,,,A3,,2
1771430663.000,899104,CAL5239 ,24.972977,121.089732,2875,3200,173.0,,198,0.304,49.22,,,,,-1024,-1056,,66,21,1024.0,,,6035,-30.7,,,1,8,,3,,,A5,,2
1771430668.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,234,0.356,229.70,,,,,-1088,-576,,102,11,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430668.000,899104,CAL5239 ,24.975540,121.092733,2800,3125,171.9,,196,0.300,46.65,,,,,-1024,-1088,,75,26,1024.0,,,6035,-32.8,,,1,8,,3,,,A5,,2
1771430673.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,234,0.356,229.70,,,,,-1088,-576,,102,11,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430673.000,899104,CAL5239 ,24.978333,121.095937,2725,3050,171.1,,196,0.300,45.47,,,,,-1088,-1088,,75,26,1024.0,,,6035,-31.0,,,1,8,,3,,,A5,,2
1771430678.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,234,0.356,229.70,,,,,-1088,-576,,,,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430678.000,899104,CAL5239 ,24.981048,121.098978,2650,2950,168.4,,196,0.300,46.93,,,,,-1024,-1088,,75,26,1024.0,,,6035,-33.5,,,1,8,,3,,,A5,,2
1771430683.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,234,0.356,229.70,,,,,-1088,-576,,,,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430683.000,899104,CAL5239 ,24.983608,121.102295,2550,2850,162.6,,194,0.296,50.24,,,,,-704,-672,,86,37,1024.0,,,6035,-33.2,,,1,8,,3,,,A5,,2
1771430688.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,234,0.356,229.70,,,,,-1088,-576,,,,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430688.000,899104,CAL5239 ,24.985977,121.105499,2450,2775,155.9,,188,0.288,51.51,,,,,-768,-864,,88,37,1024.0,,,6035,-31.1,,,1,8,,3,,,A5,,2
1771430693.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,234,,229.70,,,,,-1088,,,,,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430693.000,899104,CAL5239 ,24.987854,121.108093,2400,2750,150.9,,186,0.284,51.46,,,,,-640,-736,,86,37,1024.0,,,6035,-33.5,,,1,8,,3,,,A5,,2
1771430698.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,,,229.70,,,,,-1088,,,,,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430698.000,899104,CAL5239 ,24.990359,121.111364,2350,2675,144.7,,186,0.284,49.48,,,,,-640,-736,,86,37,1024.0,,,6035,-34.1,,,1,8,,3,,,A5,,2
1771430703.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,,,229.70,,,,,-1088,,,,,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430703.000,899104,CAL5239 ,24.992267,121.113748,2275,2625,141.0,,186,0.260,48.74,,,,,-832,-800,,86,37,1024.0,,,6035,-32.9,,,1,8,,3,,,A5,,2
1771430708.000,71c737,TWB663  ,25.077597,121.053634,4800,5225,224.2,,,,229.70,,,,,-1088,,,,,1023.2,,,7112,-36.7,,,1,8,,3,,,A3,,2
1771430708.000,899104,CAL5239 ,24.994537,121.116638,2225,2550,135.4,,170,0.260,48.89,,,,,-704,-704,,85,39,1024.0,,,6035,-31.8,,,1,8,,3,,,A5,,2
1771430713.000,899104,CAL5239 ,24.996460,121.119029,2175,2500,134.0,,170,0.260,48.93,,,,,-896,-704,,83,40,1024.0,,,6035,-32.5,,,1,8,,3,,,A5,,2
1771430718.000,899104,CAL5239 ,24.998474,121.121572,2100,2450,131.8,,170,0.248,48.69,,,,,-768,-800,,83,40,1024.0,,,6035,-31.4,,,1,8,,3,,,A5,,2
1771430723.000,899104,CAL5239 ,25.000443,121.124013,2050,2375,127.6,,166,0.252,48.81,,,,,-768,-864,,81,40,1024.0,,,6035,-31.0,,,1,8,,3,,,A5,,2
1771430728.000,899104,CAL5239 ,25.002319,121.126404,1975,2325,124.1,,166,0.252,49.25,,,,,-768,-864,,81,40,1024.0,,,6035,-34.4,,,1,8,,3,,,A5,,2
1771430733.000,899104,CAL5239 ,25.004138,121.128776,1925,2275,121.9,,166,0.240,48.99,,,,,-896,-768,,81,40,1024.0,,,6035,-34.2,,,1,8,,3,,,A5,,2
1771430738.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430743.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430748.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430753.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430758.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430763.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430768.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430773.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430778.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,166,0.240,49.04,,,,,-576,-768,,81,40,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430783.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,,0.240,49.04,,,,,-576,-768,,,,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430788.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,,0.240,49.04,,,,,-576,-768,,,,1024.0,,,,-35.3,,,1,8,,3,,,A5,,2
1771430793.000,899104,CAL5239 ,25.005936,121.130931,1875,2225,120.5,,,,49.04,,,,,-576,,,,,,,,,-35.3,,,1,8,,3,,,A5,,2
1771430813.000,71c737,TWB663  ,24.966617,121.057054,3250,3625,180.8,,,,120.96,,,,,-256,,,,,1023.2,,,7112,-34.0,,,1,8,,3,,,A3,,2
1771430818.000,71c737,TWB663  ,24.964737,121.062113,3225,3600,179.1,,,,113.70,,,,,-320,,,,,1023.2,,,7112,-33.2,,,1,8,,3,,,A3,,2
1771430818.000,899139,N/A,25.188252,121.274189,5500,5900,260.8,,252,,274.62,,,,,,1472,,,,1023.2,,,2621,-35.4,,,1,8,,2,,,,,0
1771430823.000,71c737,TWB663  ,24.964050,121.066437,3175,3550,176.6,,,,99.78,,,,,-640,,,,,1023.2,,,7112,-34.0,,,1,8,,3,,,A3,,2
1771430823.000,899139,EVA071  ,25.188671,121.268800,5600,6000,264.8,,254,,274.33,,,,,,1280,,,,1023.2,,,2621,-36.3,,,1,9,,3,,,A5,,0
