1771430403.000,89916b,CAL063  ,25.247131,121.073201,8800,9300,274.1,,286,0.440,228.40,,,,,1344,1312,,,,1024.0,,,6267,-36.3,,,1,10,,3,,,A5,,2
1771430403.000,86d31d,APJ29   ,24.980392,121.098633,2575,2925,147.5,,170,0.260,49.40,,,,,-896,-640,,86,23,1024.0,,,6025,-30.0,,,,8,,2,,,A0,,0
1771430403.000,899104,CAL5239 ,25.128845,121.118520,5725,6100,259.5,,262,0.400,229.06,,,,,-1024,-992,,166,7,1024.0,,,6035,-33.9,,,1,8,,3,,,A5,,2
1771430408.000,89916b,CAL063  ,25.247131,121.073201,8800,9300,274.1,,286,0.440,228.40,,,,,1344,1312,,,,1024.0,,,6267,-36.3,,,1,10,,3,,,A5,,2
1771430408.000,86d31d,APJ29   ,24.983093,121.101990,2500,2850,145.2,,172,0.260,48.63,,,,,-640,-768,,79,28,1024.0,,,6025,-29.1,,,,8,,2,,,A0,,0
1771430408.000,899104,CAL5239 ,25.125407,121.114214,5650,6025,259.5,,262,0.400,229.06,,,,,-1024,-1024,,168,5,1024.0,,,6035,-32.1,,,1,8,,3,,,A5,,2
1771430413.000,89916b,CAL063  ,25.247131,121.073201,8800,9300,274.1,,286,0.440,228.40,,,,,1344,1312,,,,1024.0,,,6267,-36.3,,,1,10,,3,,,A5,,2
1771430413.000,86d31d,APJ29   ,24.985331,121.104782,2425,2775,142.4,,170,0.256,48.70,,,,,-480,-832,,84,29,1024.0,,,6025,-28.6,,,,8,,2,,,A0,,0
1771430413.000,899104,CAL5239 ,25.121292,121.108958,5575,5950,259.5,,260,0.396,229.06,,,,,-960,-992,,146,4,1024.0,,,6035,-33.5,,,1,8,,3,,,A5,,2
1771430418.000,89916b,CAL063  ,25.247131,121.073201,8800,9300,274.1,,286,,228.40,,,,,1344,,,,,,,,,-36.3,,,,,,,,,A5,,2
1771430418.000,899104,CAL5239 ,25.117306,121.103901,5475,5850,260.2,,260,0.396,229.21,,,,,-960,-1024,,146,4,1024.0,,,6035,-33.3,,,1,8,,3,,,A5,,2
1771430418.000,86d31d,APJ29   ,24.987122,121.107025,2375,2725,141.0,,168,0.256,48.74,,,,,-1056,-832,,84,30,1024.0,,,6025,-30.4,,,,8,,2,,,A0,,0
1771430423.000,899104,CAL5239 ,25.113556,121.099091,5400,5775,261.0,,262,0.400,229.35,,,,,-960,-992,,155,6,1024.0,,,6035,-32.8,,,1,8,,3,,,A5,,2
1771430423.000,86d31d,APJ29   ,24.989410,121.109873,2300,2650,138.2,,168,0.252,48.81,,,,,-1024,-832,,85,32,1024.0,,,6025,-30.6,,,,8,,2,,,A0,,0
1771430428.000,899104,CAL5239 ,25.109665,121.094157,5325,5700,261.0,,260,0.396,229.35,,,,,-960,-992,,131,7,1024.0,,,6035,-34.6,,,1,8,,3,,,A5,,2
1771430428.000,86d31d,APJ29   ,24.991425,121.112467,2225,2575,135.5,,168,0.252,49.49,,,,,-1024,-896,,85,32,1024.0,,,6025,-29.7,,,,8,,2,,,A0,,0
1771430433.000,899104,CAL5239 ,25.105622,121.088977,5225,5600,261.0,,256,0.392,229.35,,,,,-1024,-1024,,104,9,1024.0,,,6035,-34.0,,,1,8,,3,,,A5,,2
1771430433.000,86d31d,APJ29   ,24.993431,121.115043,2175,2525,134.7,,168,0.252,49.21,,,,,-1024,-768,,85,32,1024.0,,,6025,-28.7,,,,8,,2,,,A0,,0
1771430438.000,899104,CAL5239 ,25.101883,121.084188,5150,5525,259.6,,258,0.392,229.37,,,,,-960,-928,,128,8,1024.0,,,6035,-33.0,,,1,8,,3,,,A5,,2
1771430438.000,86d31d,APJ29   ,24.995499,121.117655,2100,2450,133.3,,168,0.252,49.26,,,,,-1024,-896,,85,32,1024.0,,,6025,-28.7,,,,8,,2,,,A0,,0
1771430443.000,899104,CAL5239 ,25.097755,121.078923,5075,5450,258.8,,254,0.388,229.23,,,,,-1024,-960,,117,10,1024.0,,,6035,-33.7,,,1,8,,3,,,A5,,2
1771430443.000,86d31d,APJ29   ,24.997192,121.119944,2025,2375,131.9,,168,0.252,49.30,,,,,-1024,-896,,85,32,1024.0,,,6025,-29.0,,,,8,,2,,,A0,,0
1771430448.000,899104,CAL5239 ,25.094077,121.074259,5000,5375,257.4,,254,0.388,229.25,,,,,-960,-1024,,108,10,1024.0,,,6035,-33.8,,,1,8,,3,,,A5,,2
1771430448.000,86d31d,APJ29   ,24.999252,121.122487,1950,2300,130.5,,168,0.252,49.35,,,,,-1024,-832,,85,32,1024.0,,,6025,-31.6,,,,8,,2,,,A0,,0
1771430453.000,899104,CAL5239 ,25.090027,121.069082,4900,5275,256.0,,254,0.388,229.28,,,,,-1024,-1024,,108,10,1024.0,,,6035,-34.6,,,1,8,,3,,,A5,,2
1771430453.000,86d31d,APJ29   ,25.001252,121.125045,1900,2250,129.7,,168,0.252,49.06,,,,,-1024,-832,,85,32,1024.0,,,6025,-31.0,,,,8,,2,,,A0,,0
1771430458.000,899104,CAL5239 ,25.087692,121.066132,4850,5225,256.0,,254,0.388,229.28,,,,,-1024,-1024,,108,10,1024.0,,,6035,-35.4,,,1,8,,3,,,A5,,2
1771430458.000,86d31d,APJ29   ,25.003235,121.127574,1850,2175,128.3,,168,0.252,49.11,,,,,-1024,-576,,,,1024.0,,,6025,-33.1,,,,8,,2,,,A0,,0
1771430463.000,899104,CAL5239 ,25.087692,121.066132,4850,5225,256.0,,254,0.388,229.28,,,,,-1024,-1024,,108,10,1024.0,,,6035,-36.1,,,1,8,,3,,,A5,,2
1771430463.000,86d31d,APJ29   ,25.005302,121.130227,1800,2125,128.3,,168,0.252,49.11,,,,,-1024,-576,,,,1024.0,,,6025,-34.3,,,,8,,2,,,A0,,0
1771430468.000,899104,CAL5239 ,25.078622,121.054618,4675,5050,256.0,,254,0.388,229.28,,,,,-1024,-1024,,108,10,1024.0,,,6035,-36.4,,,1,8,,3,,,A5,,2
1771430468.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,168,0.252,49.11,,,,,-1024,-576,,,,1024.0,,,6025,-36.0,,,,8,,2,,,A0,,0
1771430473.000,899104,CAL5239 ,25.078622,121.054618,4675,5050,246.0,,254,0.388,229.12,,,,,-896,-1024,,108,10,1024.0,,,6035,-36.2,,,1,8,,3,,,A5,,2
1771430473.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,168,0.252,49.11,,,,,-1024,-576,,,,,,,6025,-36.0,,,,8,,2,,,A0,,0
1771430478.000,899104,CAL5239 ,25.071808,121.045939,4525,4875,243.2,,254,0.388,229.17,,,,,-896,-1024,,,,1024.0,,,6035,-35.3,,,1,8,,3,,,A5,,2
1771430478.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,168,0.252,49.11,,,,,-1024,-576,,,,,,,6025,-36.0,,,,8,,2,,,A0,,0
1771430483.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,254,0.388,229.17,,,,,-960,-1024,,,,1024.3,,,6035,-35.6,,,1,8,,3,,,A5,,2
1771430483.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,6025,-36.0,,,,8,,2,,,A0,,0
1771430488.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,254,0.388,229.17,,,,,-960,-1024,,,,1024.3,,,6035,-35.9,,,1,8,,3,,,A5,,2
1771430488.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430493.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,254,0.388,229.17,,,,,-960,-1024,,,,1024.3,,,6035,-35.9,,,1,8,,3,,,A5,,2
1771430493.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430493.000,71c737,TWB663  ,25.202179,121.211700,7300,7800,267.3,,,,229.10,,,,,-768,,,,,1023.2,,,7112,-36.2,,,1,8,,3,,,,,2
1771430498.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,254,0.388,229.17,,,,,-960,-1024,,,,1024.3,,,6035,-35.9,,,1,8,,3,,,A5,,2
1771430498.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430498.000,71c737,TWB663  ,25.198975,121.207631,7250,7725,270.8,,,,229.19,,,,,-768,,,,,1023.2,,,7112,-36.1,,,1,8,,3,,,,,2
1771430503.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,254,0.388,229.17,,,,,-960,-1024,,,,1024.3,,,,-35.9,,,1,8,,3,,,A5,,2
1771430503.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430503.000,71c737,TWB663  ,25.193978,121.201276,7150,7625,270.8,,,,229.19,,,,,-832,,,,,1023.2,,,7112,-36.1,,,1,8,,3,,,,,2
1771430508.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,,,229.17,,,,,-960,,,,,1024.3,,,,-35.9,,,1,8,,3,,,A5,,2
1771430508.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430508.000,71c737,TWB663  ,25.193978,121.201276,7150,7625,269.5,,,,229.51,,,,,-2112,,,,,1023.2,,,7112,-36.3,,,1,8,,3,,,,,2
1771430513.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,,,229.17,,,,,-960,,,,,1024.3,,,,-35.9,,,1,8,,3,,,A5,,2
1771430513.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430513.000,71c737,TWB663  ,25.184967,121.189575,6800,7300,271.1,,,0.424,229.79,,,,,-2176,-2240,,,,1023.2,,,7112,-35.7,,,1,8,,3,,,A3,,2
1771430518.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,,,229.17,,,,,-960,,,,,1024.3,,,,-35.9,,,1,8,,3,,,A5,,2
1771430518.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,128.3,,,,49.11,,,,,,-576,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430518.000,71c737,TWB663  ,25.181036,121.184485,6650,7125,272.5,,,0.424,229.76,,,,,-2112,-2240,,,,1023.2,,,7112,-35.6,,,1,8,,3,,,A3,,2
1771430523.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,,,229.17,,,,,-960,,,,,1024.3,,,,-35.9,,,1,8,,3,,,A5,,2
1771430523.000,86d31d,APJ29   ,25.006559,121.131834,1750,2075,,,,,,,,,,,,,,,,,,,-36.0,,,,8,,2,,,A0,,0
1771430523.000,71c737,TWB663  ,25.180105,121.183293,6600,7100,273.9,,278,0.424,229.74,,,,,-1984,-1952,,181,6,1023.2,,,7112,-35.9,,,1,8,,3,,,A3,,2
1771430528.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,,,229.17,,,,,-960,,,,,1024.3,,,,-35.9,,,1,8,,3,,,A5,,2
1771430528.000,71c737,TWB663  ,25.176132,121.178182,6450,6950,273.9,,278,0.424,229.74,,,,,-1984,-1952,,181,6,1023.2,,,7112,-36.6,,,1,8,,3,,,A3,,2
1771430533.000,899104,CAL5239 ,25.069061,121.042480,4475,4850,243.2,,,,229.17,,,,,-960,,,,,1024.3,,,,-35.9,,,1,8,,3,,,A5,,2
