1771862609.000,"89912e","N/A",25.025366,121.143442,2825,3025,216.1,,,,268.67,,,,,2624,,,,,1013.6,18016,,,-34.4,19,186,1,10,2,3,2,2,,,2
1771862614.000,"89912e","CAL061  ",25.025940,121.138000,3025,3225,213.4,211,,0.336,281.63,,,289.86,284.88,2624,2592,,,,1013.6,18016,,,-33.0,51,186,1,10,2,3,2,2,"A5",,2
1771862619.000,"89912e","CAL061  ",25.027542,121.132406,3275,3500,211.5,208,,0.332,291.35,,,297.25,292.27,2368,2432,,,,1013.6,18016,,,-31.7,76,186,1,10,2,3,2,2,"A5",,2
1771862624.000,"89912e","CAL061  ",25.029694,121.127523,3450,3675,213.5,208,222,0.332,298.85,1.19,16.35,304.28,299.30,1408,1408,,311,9,1013.6,18016,,"6247",-33.6,129,186,1,10,2,3,2,2,"A5",,2
1771862629.000,"89912e","CAL061  ",25.032256,121.122817,3525,3750,219.5,211,226,0.340,301.59,0.25,2.64,305.68,300.71,640,608,,273,7,1013.6,18016,,"6247",-33.9,170,186,1,10,2,3,2,2,"A5",,2
1771862634.000,"89912e","CAL061  ",25.035233,121.117655,3575,3800,226.1,211,234,0.340,302.35,-0.22,-2.29,305.68,300.71,448,608,,273,7,1013.6,18016,,"6247",-34.5,242,186,1,10,2,3,2,2,"A5",,2
1771862639.001,"89912e","CAL061  ",25.037430,121.113637,3600,3825,232.1,224,240,0.360,299.99,-1.25,-14.94,300.76,295.78,512,544,,232,19,1013.6,18016,,"6247",-35.1,275,186,1,10,2,3,2,2,"A5",,2
1771862644.000,"89912e","CAL061  ",25.040076,121.107529,3650,3875,236.4,224,240,0.360,292.12,-1.25,-14.94,300.76,295.78,704,544,,232,19,1013.6,18016,,"6247",-32.6,299,186,1,10,2,3,2,2,"A5",,2
1771862649.000,"89912e","CAL061  ",25.041566,121.101414,3725,3950,241.2,233,250,0.376,281.96,-1.94,-24.79,280.72,275.75,768,800,,207,28,1013.6,18016,,"6247",-33.4,322,186,1,10,2,3,2,2,"A5",,2
1771862654.000,"89912e","CAL061  ",25.042078,121.095247,3775,4000,245.3,238,254,0.384,272.80,-1.62,-21.45,272.29,267.31,704,736,,200,25,1013.6,18016,,"6247",-34.0,348,186,1,10,2,3,2,2,"A5",,2
