1776564367.000,"71c559","KAL2085 ",25.024900,120.966572,5650,5950,197.3,,,,229.93,,,,,-512,,,,,1012.8,4000,,,-37.0,362,186,1,8,2,2,,,"A3",,0
1776564367.000,"780a95","CPA530  ",24.983748,121.125563,2325,2525,190.0,,190,,49.27,0.50,2.11,,,-1088,,,,,1012.0,3008,,"5756",-36.9,624,186,1,9,1,3,1,3,"A5",,2
1776564367.000,"89914e","MDA392  ",24.957586,121.223404,5675,5925,201.0,173,192,0.288,113.76,,24.96,102.66,97.68,-448,-512,,229,12,1012.0,4992,,"1555",-36.4,4710,186,1,10,2,3,2,0,"A0",,2
1776564367.000,"8991d9","SJX309  ",24.784515,121.363068,16050,16900,353.0,292,376,0.592,248.74,0.03,0.18,255.76,250.81,-512,-512,,280,26,1013.6,12992,,"3245",-35.6,244,186,1,9,1,3,1,2,"A3",,2
1776564372.000,"71c559","KAL2085 ",25.014892,120.953461,5500,5800,196.7,,,,230.16,,,,,-512,,,,,1012.8,4000,,,-37.1,366,186,1,9,2,3,1,2,"A3",,2
1776564372.000,"780a95","CPA530  ",24.983748,121.125563,2325,2525,190.0,,190,,49.27,0.50,2.11,,,-1088,,,,,1012.0,3008,,"5756",-36.9,624,186,1,9,1,3,1,3,"A5",,2
1776564372.000,"89914e","MDA392  ",24.953293,121.232758,5575,5825,199.8,173,192,0.288,131.35,,24.96,102.66,97.68,-512,-512,,229,12,1012.0,4992,,"1555",-36.8,4724,186,1,10,2,3,2,0,"A0",,2
1776564372.000,"8991d9","SJX309  ",24.782223,121.356639,16025,16875,353.0,292,376,0.592,248.74,0.03,0.18,255.76,250.81,-512,-512,,280,26,1013.6,12992,,"3245",-35.8,266,186,1,9,1,3,1,2,"A3",,2
1776564377.000,"71c559","KAL2085 ",25.011912,120.949523,5450,5750,196.0,,198,,230.38,0.06,0.18,,,-512,,,,,1012.0,4000,,,-35.8,381,186,1,9,2,3,1,2,"A3",,2
1776564377.000,"780a95","CPA530  ",24.983748,121.125563,2325,2525,190.0,,190,,49.27,0.50,2.11,,,-1088,,,,,1012.0,3008,,"5756",-36.9,624,186,1,9,1,3,1,3,"A5",,2
1776564377.000,"89914e","MDA392  ",24.953293,121.232758,5575,5825,199.8,173,192,0.288,131.35,,24.96,102.66,97.68,-512,-512,,229,12,1012.0,4992,,"1555",-37.2,4728,186,1,10,2,3,2,0,"A0",,2
1776564377.000,"8991d9","SJX309  ",24.778639,121.346430,15975,16825,354.0,293,378,0.588,248.80,0.03,0.18,255.76,250.81,-512,-480,,278,27,1013.6,12992,,"3245",-36.0,298,186,1,9,1,3,1,2,"A3",,2
1776564377.000,"78929e","N/A",24.740707,121.474915,35000,36700,536.9,,,,51.81,,,,,,0,,,,1012.0,35008,,,-36.7,24,186,,8,0,2,,,,,0
