1772035200.000,"899059","TTW209  ",24.987167,121.129761,2300,2475,136.1,,,,49.17,,,,,-832,,,,,1016.0,3008,,"3644",-36.6,1109,186,1,9,1,3,,,"A3",,2
1772035315.000,"89907d","EVA071  ",25.161072,121.111043,9400,9825,,270,,0.476,,,,264.73,259.72,2208,,,,,,,,"2617",-38.4,742,186,,,,,,,"A5",,2
1772035315.000,"899124","EVA6535 ",25.226120,121.225332,8225,8575,274.2,,,,305.95,,,,,2816,,,,,1016.0,24000,,,-37.8,133,186,1,9,2,3,,,"A5",,2
1772035320.000,"89907d","EVA071  ",25.161072,121.111043,9400,9825,,270,,0.476,,,,264.73,259.72,2208,,,,,,,,"2617",-38.4,742,186,,,,,,,"A5",,2
1772035320.000,"899124","EVA6535 ",25.226120,121.225332,8225,8575,274.2,,,,305.95,,,,,2816,,,,,1016.0,24000,,,-38.3,139,186,1,9,2,3,,,"A5",,2
1772035325.000,"899124","EVA6535 ",25.226120,121.225332,9375,9725,274.2,,,,305.95,,,,,2816,,,,,1016.0,24000,,,-38.3,142,186,1,9,2,3,,,"A5",,2
1772035330.000,"899124","EVA6535 ",25.226120,121.225332,9575,10000,279.4,,292,,306.71,,0.18,,,2944,,,,,1016.0,24000,,"6254",-37.4,156,186,1,9,2,3,,,"A5",,2
1772035335.000,"899124","EVA6535 ",25.226120,121.225332,9825,10250,279.4,251,292,0.452,306.71,,0.18,308.14,303.11,2944,2720,,,,1016.0,24000,,"6254",-37.7,164,186,1,9,2,3,,,"A5",,2
1772035341.000,"899124","EVA6535 ",25.226120,121.225332,10000,10450,281.6,251,292,0.452,306.63,,0.18,308.14,303.11,2688,2720,,,,1016.0,24000,,"6254",-38.1,167,186,1,9,2,3,,,"A5",,2
1772035461.000,"71c363","N/A",25.317810,121.359100,11775,12350,322.8,,338,,229.65,0.00,-0.53,,,-1536,,,,,1015.2,7008,,"4113",-38.0,35,186,1,8,2,2,,,,,0
1772035466.000,"71c363","N/A",25.315063,121.355591,11700,12275,322.8,,340,,229.65,-0.12,-0.70,,,-1536,,,,,1015.2,7008,,"4113",-37.8,40,186,1,8,2,2,,,,,0
1772035471.000,"71c363","N/A",25.315063,121.355591,11700,12275,322.8,,340,,229.65,-0.12,-0.70,,,-1536,,,,,1015.2,7008,,"4113",-37.8,40,186,1,8,2,2,,,,,0
1772035476.000,"71c363","N/A",25.315063,121.355591,11700,12275,322.8,,340,,229.65,-0.12,-0.70,,,-1536,,,,,1015.2,7008,,"4113",-37.7,44,186,1,8,2,2,,,,,0
1772035481.000,"71c363","N/A",25.298767,121.334737,11275,11825,324.1,283,340,0.524,229.38,0.00,-0.53,238.36,233.29,-1472,-1440,,,,1015.2,7008,,"4113",-37.3,60,186,1,8,2,2,,,,,0
1772035486.000,"71c363","N/A",25.294693,121.329447,11175,11725,324.1,282,338,0.520,229.38,-0.03,-0.70,238.54,233.47,-1472,-1504,,,,1015.2,7008,,"4113",-37.4,70,186,1,10,2,3,2,2,,,2
1772035491.000,"71c363","N/A",25.294693,121.329447,11175,11700,322.0,282,338,0.520,229.53,-0.03,-0.70,238.54,233.47,-1152,-1504,,,,1015.2,7008,,"4113",-37.7,73,186,1,10,2,3,2,2,,,2
1772035496.000,"71c363","N/A",25.294693,121.329447,11175,11700,322.0,282,338,0.520,229.53,-0.03,-0.70,238.54,233.47,-1152,-1504,,,,1015.2,7008,,"4113",-37.8,74,186,1,10,2,3,2,2,,,2
1772035501.000,"71c363","N/A",25.294693,121.329447,11175,11700,322.0,282,338,0.520,229.53,-0.03,-0.70,238.54,233.47,-1152,-1504,,,,1015.2,7008,,"4113",-38.0,77,186,1,10,2,3,2,2,,,2
1772035506.000,"71c363","N/A",25.294693,121.329447,11175,11700,322.0,282,338,0.520,229.53,-0.03,-0.70,238.54,233.47,-1152,-1504,,,,1015.2,7008,,"4113",-38.0,77,186,1,10,2,3,2,2,,,2
1772035511.000,"71c363","N/A",25.270111,121.297404,10450,10925,318.3,282,338,0.520,230.61,-0.03,-0.70,238.54,233.47,-1472,-1504,,,,1015.2,7008,,"4113",-37.0,88,186,1,10,2,3,2,2,,,2
